PROVINCIE,GEMEENTENAAM,TYPE HOGER ONDERWIJS,INSTELLINGSNAAM ACTUEEL,OPLEIDINGSCODE ACTUEEL,OPLEIDINGSNAAM ACTUEEL,2013 MAN,2013 VROUW,2014 MAN,2014 VROUW,2015 MAN,2015 VROUW,2016 MAN,2016 VROUW,2017 MAN,2017 VROUW
Groningen,GRONINGEN,bachelor,Rijksuniversiteit Groningen,56124,B Europese Talen en Culturen,0,0,0,0,0,2,0,0,0,1
Groningen,GRONINGEN,bachelor,Rijksuniversiteit Groningen,56109,B Theologie,3,1,2,8,3,3,3,4,4,2
Groningen,GRONINGEN,bachelor,Rijksuniversiteit Groningen,56109,B Theologie,1,0,1,1,0,1,0,1,0,1
Groningen,GRONINGEN,bachelor,Rijksuniversiteit Groningen,56109,B Theologie,0,0,1,0,0,0,0,0,1,0
Groningen,GRONINGEN,bachelor,Rijksuniversiteit Groningen,56109,B Theologie,1,1,0,1,0,0,0,0,1,0
Groningen,GRONINGEN,bachelor,Rijksuniversiteit Groningen,56104,B Godsdienstwetenschap,2,12,0,0,0,0,0,0,0,0
Groningen,GRONINGEN,bachelor,Rijksuniversiteit Groningen,56098,B Midden-Oostenstudies,3,3,3,3,9,9,5,8,6,10
Groningen,GRONINGEN,bachelor,Rijksuniversiteit Groningen,56081,B Wijsbegeerte,8,11,16,12,15,2,12,12,9,12
Groningen,GRONINGEN,bachelor,Rijksuniversiteit Groningen,56081,B Wijsbegeerte,0,0,3,0,1,0,0,0,1,1
Groningen,GRONINGEN,bachelor,Rijksuniversiteit Groningen,56034,B Geschiedenis,68,42,44,27,32,27,42,24,42,30
Groningen,GRONINGEN,bachelor,Rijksuniversiteit Groningen,56034,B Geschiedenis,0,0,0,0,0,0,0,0,0,1
Groningen,GRONINGEN,bachelor,Rijksuniversiteit Groningen,56034,B Geschiedenis,1,0,0,1,0,0,2,0,0,2
Groningen,GRONINGEN,bachelor,Rijksuniversiteit Groningen,56034,B Geschiedenis,0,0,1,0,0,0,0,0,0,0
Groningen,GRONINGEN,bachelor,Rijksuniversiteit Groningen,56012,B Minorities & Multilingualism,0,0,1,4,6,6,3,8,2,11
Groningen,GRONINGEN,bachelor,Rijksuniversiteit Groningen,56003,B Griekse en Latijnse Taal en Cultuur,3,6,2,6,1,8,2,8,2,4
Groningen,GRONINGEN,bachelor,Rijksuniversiteit Groningen,50906,B Media en Cultuur,0,0,0,0,4,10,19,43,27,39
Groningen,GRONINGEN,bachelor,Rijksuniversiteit Groningen,50902,B Religiewetenschappen,0,0,2,5,1,3,2,4,3,15
Groningen,GRONINGEN,bachelor,Rijksuniversiteit Groningen,50629,"B Kunsten, Cultuur en Media",5,25,10,32,21,50,12,54,26,54
Groningen,GRONINGEN,bachelor,Rijksuniversiteit Groningen,50629,"B Kunsten, Cultuur en Media",0,0,0,1,0,0,1,1,0,1
Groningen,GRONINGEN,bachelor,Rijksuniversiteit Groningen,50627,B Internationale Betrekkingen en Internationale Organisatie,59,91,89,108,93,105,79,122,72,139
Groningen,GRONINGEN,bachelor,Rijksuniversiteit Groningen,50627,B Internationale Betrekkingen en Internationale Organisatie,1,2,6,1,3,4,1,8,17,13
Groningen,GRONINGEN,bachelor,Rijksuniversiteit Groningen,50623,B American Studies,33,49,25,37,12,12,15,17,9,17
Groningen,GRONINGEN,bachelor,Rijksuniversiteit Groningen,50290,B English Language and Culture,16,41,8,69,14,50,12,54,12,38
Groningen,GRONINGEN,bachelor,Rijksuniversiteit Groningen,50290,B English Language and Culture,0,0,0,1,0,1,0,1,0,2
Groningen,GRONINGEN,bachelor,Rijksuniversiteit Groningen,50393,B Liberal Arts and Sciences,0,0,9,18,7,13,28,53,29,72
Groningen,GRONINGEN,bachelor,Rijksuniversiteit Groningen,56829,B Internationaal en Europees Recht,27,43,29,37,38,63,47,70,57,124
Groningen,GRONINGEN,bachelor,Rijksuniversiteit Groningen,56829,B Internationaal en Europees Recht,2,1,1,1,0,0,0,1,1,1
Groningen,GRONINGEN,bachelor,Rijksuniversiteit Groningen,56827,B Fiscaal Recht,2,0,0,0,0,0,0,0,0,0
Groningen,GRONINGEN,bachelor,Rijksuniversiteit Groningen,50700,B Rechtsgeleerdheid,110,178,152,190,145,193,118,181,122,198
Groningen,GRONINGEN,bachelor,Rijksuniversiteit Groningen,50700,B Rechtsgeleerdheid,0,0,4,4,7,3,5,1,3,4
Groningen,GRONINGEN,bachelor,Rijksuniversiteit Groningen,50700,B Rechtsgeleerdheid,0,1,0,0,0,0,0,0,0,0
Groningen,GRONINGEN,bachelor,Rijksuniversiteit Groningen,50700,B Rechtsgeleerdheid,4,5,1,0,0,0,0,0,0,0
Groningen,GRONINGEN,bachelor,Rijksuniversiteit Groningen,56981,B Kunstmatige Intelligentie,50,7,69,20,65,21,65,25,75,31
Groningen,GRONINGEN,bachelor,Rijksuniversiteit Groningen,56980,B Wiskunde,16,10,21,7,26,13,27,19,39,21
Groningen,GRONINGEN,bachelor,Rijksuniversiteit Groningen,56980,B Wiskunde,0,0,0,0,0,0,0,0,1,0
Groningen,GRONINGEN,bachelor,Rijksuniversiteit Groningen,56978,B Informatica,34,5,38,5,60,5,60,8,70,10
Groningen,GRONINGEN,bachelor,Rijksuniversiteit Groningen,56860,B Biologie,63,74,54,63,63,63,55,72,62,79
Groningen,GRONINGEN,bachelor,Rijksuniversiteit Groningen,56860,B Biologie,1,0,0,0,0,0,0,0,0,0
Groningen,GRONINGEN,bachelor,Rijksuniversiteit Groningen,56857,B Scheikunde,32,17,35,17,47,21,41,27,47,22
Groningen,GRONINGEN,bachelor,Rijksuniversiteit Groningen,56857,B Scheikunde,1,0,0,0,1,1,0,1,1,1
Groningen,GRONINGEN,bachelor,Rijksuniversiteit Groningen,56842,B Informatiekunde,24,5,17,6,19,3,18,8,17,2
Groningen,GRONINGEN,bachelor,Rijksuniversiteit Groningen,56286,B Life Science and Technology,57,85,35,59,51,71,30,57,40,85
Groningen,GRONINGEN,bachelor,Rijksuniversiteit Groningen,56286,B Life Science and Technology,0,0,0,0,0,0,0,1,0,0
Groningen,GRONINGEN,bachelor,Rijksuniversiteit Groningen,56157,B Farmacie,56,78,41,65,55,59,50,65,53,89
Groningen,GRONINGEN,bachelor,Rijksuniversiteit Groningen,50206,B Natuurkunde,43,8,61,4,34,8,53,23,47,16
Groningen,GRONINGEN,bachelor,Rijksuniversiteit Groningen,50206,B Natuurkunde,1,0,0,0,2,0,0,1,1,0
Groningen,GRONINGEN,bachelor,Rijksuniversiteit Groningen,50205,B Sterrenkunde,14,3,25,7,12,6,31,13,33,10
Groningen,GRONINGEN,bachelor,Rijksuniversiteit Groningen,56950,B Bewegingswetenschappen,72,83,41,76,32,58,43,50,33,77
Groningen,GRONINGEN,bachelor,Rijksuniversiteit Groningen,56950,B Bewegingswetenschappen,0,0,0,0,0,0,0,0,0,1
Groningen,GRONINGEN,bachelor,Rijksuniversiteit Groningen,56560,B Tandheelkunde,13,21,6,26,9,26,9,33,3,29
Groningen,GRONINGEN,bachelor,Rijksuniversiteit Groningen,56551,B Geneeskunde,91,234,96,218,75,248,106,248,108,238
Groningen,GRONINGEN,bachelor,Rijksuniversiteit Groningen,56551,B Geneeskunde,18,13,7,5,13,11,2,2,19,5
Groningen,GRONINGEN,bachelor,Rijksuniversiteit Groningen,56838,B Sociale Geografie en Planologie,48,26,42,16,35,16,23,27,43,20
Groningen,GRONINGEN,bachelor,Rijksuniversiteit Groningen,56838,B Sociale Geografie en Planologie,0,0,0,0,0,0,1,0,0,0
Groningen,GRONINGEN,bachelor,Rijksuniversiteit Groningen,56607,B Pedagogische Wetenschappen,11,137,3,107,3,68,5,78,8,76
Groningen,GRONINGEN,bachelor,Rijksuniversiteit Groningen,56604,B Psychologie,156,392,175,373,129,332,160,364,98,273
Groningen,GRONINGEN,bachelor,Rijksuniversiteit Groningen,56604,B Psychologie,0,1,1,5,1,1,0,1,5,4
Groningen,GRONINGEN,bachelor,Rijksuniversiteit Groningen,56601,B Sociologie,18,35,22,30,6,22,13,29,11,30
Groningen,GRONINGEN,bachelor,Rijksuniversiteit Groningen,56601,B Sociologie,0,1,0,0,0,0,0,0,0,0
Groningen,GRONINGEN,bachelor,Rijksuniversiteit Groningen,56194,B Technische Planologie,27,2,32,9,42,11,37,10,43,22
Groningen,GRONINGEN,bachelor,Rijksuniversiteit Groningen,56194,B Technische Planologie,0,0,0,0,0,1,0,0,0,0
Groningen,GRONINGEN,bachelor,Rijksuniversiteit Groningen,56833,B Econometrie en Operationele Research,77,38,45,28,58,23,52,22,91,45
Groningen,GRONINGEN,bachelor,Rijksuniversiteit Groningen,56833,B Econometrie en Operationele Research,6,3,0,2,0,0,2,0,0,0
Groningen,GRONINGEN,bachelor,Rijksuniversiteit Groningen,50950,B Economie en Bedrijfseconomie,171,52,175,66,114,40,181,89,188,76
Groningen,GRONINGEN,bachelor,Rijksuniversiteit Groningen,50950,B Economie en Bedrijfseconomie,7,4,5,6,4,2,8,9,8,4
Groningen,GRONINGEN,bachelor,Rijksuniversiteit Groningen,50645,B Bedrijfskunde,240,124,221,119,157,77,168,82,197,105
Groningen,GRONINGEN,bachelor,Rijksuniversiteit Groningen,50645,B Bedrijfskunde,11,9,9,14,17,15,7,14,11,14
Groningen,GRONINGEN,bachelor,Rijksuniversiteit Groningen,50019,B International Business,143,113,150,133,197,113,172,155,267,188
Groningen,GRONINGEN,bachelor,Rijksuniversiteit Groningen,50019,B International Business,19,16,13,25,28,30,20,26,25,41
Gelderland,WAGENINGEN,bachelor,Wageningen University,55001,B Tourism (joint degree),2,3,10,23,3,12,4,21,4,26
Gelderland,WAGENINGEN,bachelor,Wageningen University,59304,B Moleculaire Levenswetenschappen,31,22,31,25,55,33,53,25,37,34
Gelderland,WAGENINGEN,bachelor,Wageningen University,56973,B Levensmiddelentechnologie,27,69,53,69,38,87,41,90,62,98
Gelderland,WAGENINGEN,bachelor,Wageningen University,56968,"B Bodem, Water, Atmosfeer",36,22,33,15,37,24,47,21,35,29
Gelderland,WAGENINGEN,bachelor,Wageningen University,56868,B Voeding en Gezondheid,23,129,14,100,15,117,9,128,9,137
Gelderland,WAGENINGEN,bachelor,Wageningen University,56860,B Biologie,52,50,58,64,70,47,73,71,73,63
Gelderland,WAGENINGEN,bachelor,Wageningen University,56849,B Dierwetenschappen,28,90,21,74,14,54,13,60,14,75
Gelderland,WAGENINGEN,bachelor,Wageningen University,56848,B Landschapsarchitectuur en ruimtelijke planning,26,13,30,22,27,23,25,30,37,34
Gelderland,WAGENINGEN,bachelor,Wageningen University,56841,B Biotechnologie,49,32,52,19,69,30,84,38,60,27
Gelderland,WAGENINGEN,bachelor,Wageningen University,56837,B Internationale Ontwikkelingsstudies,20,62,11,77,15,48,15,61,16,53
Gelderland,WAGENINGEN,bachelor,Wageningen University,56836,B Bedrijfs- en Consumentenwetenschappen,66,75,51,67,72,78,63,75,68,58
Gelderland,WAGENINGEN,bachelor,Wageningen University,56835,B Plantenwetenschappen,12,7,29,21,31,29,27,28,46,39
Gelderland,WAGENINGEN,bachelor,Wageningen University,56831,B Agrotechnologie,33,2,34,4,23,4,30,4,32,6
Gelderland,WAGENINGEN,bachelor,Wageningen University,56283,B Milieuwetenschappen,21,9,13,19,11,14,19,32,21,31
Gelderland,WAGENINGEN,bachelor,Wageningen University,56219,B Bos- en Natuurbeheer,29,21,20,36,32,21,30,30,38,36
Gelderland,WAGENINGEN,bachelor,Wageningen University,50101,B Economie en Beleid,16,5,20,9,22,12,28,17,34,17
Gelderland,WAGENINGEN,bachelor,Wageningen University,50100,B Internationaal Land- en Waterbeheer,34,23,28,20,36,18,38,29,36,28
Gelderland,WAGENINGEN,bachelor,Wageningen University,50018,B Gezondheid en Maatschappij,5,53,6,48,10,57,4,49,4,43
Gelderland,WAGENINGEN,bachelor,Wageningen University,50016,B Communicatie en Life Sciences,2,10,0,5,2,7,6,17,4,18
Gelderland,NIJMEGEN,bachelor,Radboud Universiteit Nijmegen,56826,B Communicatie- en Informatiewetenschappen,10,90,24,77,7,63,27,56,34,81
Gelderland,NIJMEGEN,bachelor,Radboud Universiteit Nijmegen,56826,B Communicatie- en Informatiewetenschappen,0,1,0,2,0,1,0,1,0,2
Gelderland,NIJMEGEN,bachelor,Radboud Universiteit Nijmegen,56824,B Kunstgeschiedenis,0,7,6,7,3,6,2,8,3,6
Gelderland,NIJMEGEN,bachelor,Radboud Universiteit Nijmegen,56824,B Kunstgeschiedenis,0,0,0,0,0,0,0,0,0,1
Gelderland,NIJMEGEN,bachelor,Radboud Universiteit Nijmegen,56823,B Algemene Cultuurwetenschappen,5,14,4,14,3,14,1,27,2,34
Gelderland,NIJMEGEN,bachelor,Radboud Universiteit Nijmegen,56823,B Algemene Cultuurwetenschappen,0,0,0,0,0,3,0,3,2,7
Gelderland,NIJMEGEN,bachelor,Radboud Universiteit Nijmegen,56806,B Engelse Taal en Cultuur,21,55,12,55,23,37,11,42,11,34
Gelderland,NIJMEGEN,bachelor,Radboud Universiteit Nijmegen,56806,B Engelse Taal en Cultuur,0,2,1,1,0,1,1,0,0,0
Gelderland,NIJMEGEN,bachelor,Radboud Universiteit Nijmegen,56805,B Duitse Taal en Cultuur,3,14,6,11,3,5,4,6,5,14
Gelderland,NIJMEGEN,bachelor,Radboud Universiteit Nijmegen,56804,B Nederlandse Taal en Cultuur,4,27,2,18,3,9,5,11,2,7
Gelderland,NIJMEGEN,bachelor,Radboud Universiteit Nijmegen,56803,B Taalwetenschap,3,20,4,14,1,11,6,9,1,12
Gelderland,NIJMEGEN,bachelor,Radboud Universiteit Nijmegen,56803,B Taalwetenschap,0,0,1,1,0,0,0,0,0,1
Gelderland,NIJMEGEN,bachelor,Radboud Universiteit Nijmegen,56109,B Theologie,0,0,0,1,0,0,0,2,0,0
Gelderland,NIJMEGEN,bachelor,Radboud Universiteit Nijmegen,56109,B Theologie,0,0,0,0,0,0,0,0,0,1
Gelderland,NIJMEGEN,bachelor,Radboud Universiteit Nijmegen,56109,B Theologie,0,0,0,0,0,0,0,1,0,0
Gelderland,NIJMEGEN,bachelor,Radboud Universiteit Nijmegen,56081,B Wijsbegeerte,11,8,12,11,14,6,12,9,10,9
Gelderland,NIJMEGEN,bachelor,Radboud Universiteit Nijmegen,56081,B Wijsbegeerte,1,0,0,1,2,0,1,1,0,3
Gelderland,NIJMEGEN,bachelor,Radboud Universiteit Nijmegen,56074,B Romaanse Talen en Culturen,5,21,8,19,8,11,2,8,4,6
Gelderland,NIJMEGEN,bachelor,Radboud Universiteit Nijmegen,56074,B Romaanse Talen en Culturen,0,1,0,0,0,0,0,0,0,0
Gelderland,NIJMEGEN,bachelor,Radboud Universiteit Nijmegen,56034,B Geschiedenis,49,17,38,26,42,19,26,18,39,16
Gelderland,NIJMEGEN,bachelor,Radboud Universiteit Nijmegen,56034,B Geschiedenis,0,0,1,1,0,0,0,0,1,1
Gelderland,NIJMEGEN,bachelor,Radboud Universiteit Nijmegen,56003,B Griekse en Latijnse Taal en Cultuur,13,16,8,6,7,8,4,7,6,10
Gelderland,NIJMEGEN,bachelor,Radboud Universiteit Nijmegen,50902,B Religiewetenschappen,0,9,1,4,1,3,1,5,1,11
Gelderland,NIJMEGEN,bachelor,Radboud Universiteit Nijmegen,50902,B Religiewetenschappen,0,0,0,0,0,0,0,1,0,0
Gelderland,NIJMEGEN,bachelor,Radboud Universiteit Nijmegen,50902,B Religiewetenschappen,0,0,0,0,0,0,1,0,0,0
Gelderland,NIJMEGEN,bachelor,Radboud Universiteit Nijmegen,50902,B Religiewetenschappen,0,0,2,2,0,1,0,1,1,0
Gelderland,NIJMEGEN,bachelor,Radboud Universiteit Nijmegen,56828,B Notarieel Recht,4,22,0,9,3,12,6,21,12,22
Gelderland,NIJMEGEN,bachelor,Radboud Universiteit Nijmegen,56828,B Notarieel Recht,0,0,0,0,0,1,0,0,0,0
Gelderland,NIJMEGEN,bachelor,Radboud Universiteit Nijmegen,50700,B Rechtsgeleerdheid,121,162,106,161,113,162,110,156,103,154
Gelderland,NIJMEGEN,bachelor,Radboud Universiteit Nijmegen,50700,B Rechtsgeleerdheid,0,0,0,0,0,0,0,0,1,1
Gelderland,NIJMEGEN,bachelor,Radboud Universiteit Nijmegen,50700,B Rechtsgeleerdheid,1,0,1,2,1,1,1,0,0,1
Gelderland,NIJMEGEN,bachelor,Radboud Universiteit Nijmegen,50017,B European Law School,18,33,25,45,21,38,22,43,15,35
Gelderland,NIJMEGEN,bachelor,Radboud Universiteit Nijmegen,59304,B Moleculaire Levenswetenschappen,27,27,22,17,24,30,31,40,0,0
Gelderland,NIJMEGEN,bachelor,Radboud Universiteit Nijmegen,59304,B Moleculaire Levenswetenschappen,0,0,0,0,0,0,1,0,0,0
Gelderland,NIJMEGEN,bachelor,Radboud Universiteit Nijmegen,56984,B Natuur- en Sterrenkunde,68,12,63,8,52,12,39,16,61,18
Gelderland,NIJMEGEN,bachelor,Radboud Universiteit Nijmegen,56984,B Natuur- en Sterrenkunde,0,0,0,0,1,0,0,0,0,0
Gelderland,NIJMEGEN,bachelor,Radboud Universiteit Nijmegen,56981,B Kunstmatige Intelligentie,43,20,36,18,58,30,83,39,0,0
Gelderland,NIJMEGEN,bachelor,Radboud Universiteit Nijmegen,56980,B Wiskunde,21,11,31,8,34,16,20,8,32,14
Gelderland,NIJMEGEN,bachelor,Radboud Universiteit Nijmegen,56978,B Informatica,47,1,52,5,52,8,46,4,55,6
Gelderland,NIJMEGEN,bachelor,Radboud Universiteit Nijmegen,56978,B Informatica,1,0,0,0,1,0,0,0,0,0
Gelderland,NIJMEGEN,bachelor,Radboud Universiteit Nijmegen,56948,B Science,20,8,16,13,17,14,19,7,14,12
Gelderland,NIJMEGEN,bachelor,Radboud Universiteit Nijmegen,56945,B Artificial Intelligence,0,0,0,0,0,0,0,0,91,52
Gelderland,NIJMEGEN,bachelor,Radboud Universiteit Nijmegen,56944,B Molecular Life Sciences,0,0,0,0,0,0,0,0,27,52
Gelderland,NIJMEGEN,bachelor,Radboud Universiteit Nijmegen,56943,B Chemistry,0,0,0,0,0,0,0,0,26,20
Gelderland,NIJMEGEN,bachelor,Radboud Universiteit Nijmegen,56943,B Chemistry,0,0,0,0,0,0,0,0,0,1
Gelderland,NIJMEGEN,bachelor,Radboud Universiteit Nijmegen,56860,B Biologie,79,121,67,90,64,99,62,97,60,127
Gelderland,NIJMEGEN,bachelor,Radboud Universiteit Nijmegen,56860,B Biologie,1,0,1,1,0,2,0,0,2,2
Gelderland,NIJMEGEN,bachelor,Radboud Universiteit Nijmegen,56857,B Scheikunde,22,11,30,13,19,18,27,9,0,0
Gelderland,NIJMEGEN,bachelor,Radboud Universiteit Nijmegen,56857,B Scheikunde,0,1,0,0,1,0,0,0,0,0
Gelderland,NIJMEGEN,bachelor,Radboud Universiteit Nijmegen,56990,B Biomedische Wetenschappen,30,60,30,68,27,67,29,69,34,63
Gelderland,NIJMEGEN,bachelor,Radboud Universiteit Nijmegen,56560,B Tandheelkunde,16,40,13,41,14,38,18,41,19,35
Gelderland,NIJMEGEN,bachelor,Radboud Universiteit Nijmegen,56551,B Geneeskunde,91,184,98,180,80,175,90,169,78,187
Gelderland,NIJMEGEN,bachelor,Radboud Universiteit Nijmegen,56551,B Geneeskunde,0,0,0,0,0,0,1,0,0,0
Gelderland,NIJMEGEN,bachelor,Radboud Universiteit Nijmegen,56947,"B Geografie, Planologie en Milieu",47,22,39,24,39,21,30,20,43,20
Gelderland,NIJMEGEN,bachelor,Radboud Universiteit Nijmegen,56947,"B Geografie, Planologie en Milieu",0,0,0,0,0,1,1,7,2,15
Gelderland,NIJMEGEN,bachelor,Radboud Universiteit Nijmegen,56627,B Bestuurskunde,39,27,36,23,26,17,22,20,34,35
Gelderland,NIJMEGEN,bachelor,Radboud Universiteit Nijmegen,56627,B Bestuurskunde,1,0,0,0,2,0,0,0,1,1
Gelderland,NIJMEGEN,bachelor,Radboud Universiteit Nijmegen,56615,B Communicatiewetenschap,17,48,17,38,12,36,12,37,13,41
Gelderland,NIJMEGEN,bachelor,Radboud Universiteit Nijmegen,56615,B Communicatiewetenschap,0,1,0,0,0,1,0,1,0,0
Gelderland,NIJMEGEN,bachelor,Radboud Universiteit Nijmegen,56607,B Pedagogische Wetenschappen,7,154,5,105,6,73,1,52,7,97
Gelderland,NIJMEGEN,bachelor,Radboud Universiteit Nijmegen,56607,B Pedagogische Wetenschappen,0,1,0,0,0,1,0,0,0,1
Gelderland,NIJMEGEN,bachelor,Radboud Universiteit Nijmegen,56606,B Politicologie,45,28,46,21,41,20,42,17,40,25
Gelderland,NIJMEGEN,bachelor,Radboud Universiteit Nijmegen,56606,B Politicologie,0,0,1,0,2,2,3,7,5,4
Gelderland,NIJMEGEN,bachelor,Radboud Universiteit Nijmegen,56604,B Psychologie,79,286,69,238,61,197,160,424,88,265
Gelderland,NIJMEGEN,bachelor,Radboud Universiteit Nijmegen,56604,B Psychologie,0,1,0,2,0,1,0,1,1,0
Gelderland,NIJMEGEN,bachelor,Radboud Universiteit Nijmegen,56601,B Sociologie,9,33,14,22,10,15,4,25,6,18
Gelderland,NIJMEGEN,bachelor,Radboud Universiteit Nijmegen,56601,B Sociologie,0,0,0,0,0,0,0,1,0,0
Gelderland,NIJMEGEN,bachelor,Radboud Universiteit Nijmegen,50035,B Culturele Antropologie en Ontwikkelingssociologie,3,38,9,24,6,23,3,22,6,27
Gelderland,NIJMEGEN,bachelor,Radboud Universiteit Nijmegen,50035,B Culturele Antropologie en Ontwikkelingssociologie,0,0,0,0,1,0,0,0,0,0
Gelderland,NIJMEGEN,bachelor,Radboud Universiteit Nijmegen,50950,B Economie en Bedrijfseconomie,99,34,100,39,97,31,92,42,107,44
Gelderland,NIJMEGEN,bachelor,Radboud Universiteit Nijmegen,50950,B Economie en Bedrijfseconomie,3,2,4,4,4,3,5,8,10,5
Gelderland,NIJMEGEN,bachelor,Radboud Universiteit Nijmegen,50645,B Bedrijfskunde,164,107,146,92,117,75,139,95,198,125
Gelderland,NIJMEGEN,bachelor,Radboud Universiteit Nijmegen,50645,B Bedrijfskunde,1,5,1,2,1,4,2,6,5,10
Gelderland,APELDOORN,bachelor,Theologische Universiteit Apeldoorn,56109,B Theologie,5,3,6,3,1,1,2,3,5,3
